PKEY,ID,BIKE_ID,FAC_NAME,LONGITUDE,LATITUDE
31224,55233,31634,3rd & Tingey St SE,-77.0024,38.87501
31234,44766,31635,Potomac Ave & 8th St SE,-76.994468,38.876737
31238,25510,31636,New Jersey Ave & N St NW/Dunbar HS,-77.015231,38.90706
31250,12094,31637,North Capitol St & G Pl NE,-77.008911,38.899703
31258,12095,31638,1st & H St NW,-77.012108,38.900358
31265,6552,31639,2nd & G St NE,-77.003666,38.89967
31277,6553,31640,Maryland Ave & E St NE,-76.9929,38.896134
31287,38845,31641,2nd St & Massachusetts Ave NE,-77.0031,38.895
31292,12099,31642,New Jersey Ave & L St NW,-77.01397,38.903598
31304,25517,31643,1st & D St SE,-77.005965,38.884916
31313,12101,31644,12th St & Pennsylvania Ave SE,-76.990121,38.882489
31326,55353,31645,6th & K St NE,-76.99840486,38.90293157
31329,25520,31646,-,-77.025236,38.88044
31340,55362,31647,7th St & Massachusetts Ave NE,-76.99602,38.89222
31350,63238,31648,Potomac Ave & Half St SW,-77.01081544,38.86968315
31356,38853,31649,-,-77.033,38.932
31358,18346,31650,-,-77.006072,38.876893
31365,25525,31651,-,-77.02835709,38.93194154
31378,63242,31652,4th & M St SE,-77.000736,38.876751
31385,63243,31653,7th & K St NW,-77.021392,38.902674
31386,18350,31654,-,-77.012443,38.876211
31399,63245,31655,New Jersey Ave & F St NW,-77.011616,38.897108
31400,18352,31656,-,-76.978627,38.901935
31407,25531,31657,-,-76.998273,38.892934
31417,55054,31658,Rosedale Rec Center,-76.979634,38.897808
31426,44496,31659,11th & C St SE,-76.991476,38.885908
31429,31832,31660,8th & K St NE,-76.9951,38.9027
31433,44487,31661,8th & H St NE,-76.99489653,38.89994163
31438,31834,31662,1st & K St NE,-77.0056,38.9024
31443,34852,31663,-,-76.9863852,38.8840581
31447,44561,31664,Half & Water St SW,-77.010551,38.866277
31452,34851,31665,-,-76.97718725,38.88548253
31455,54961,31666,4th & G St SW,-77.01769933,38.88111673
31459,54875,31667,2nd & V St SW / James Creek Marina,-77.013814,38.863743
31463,34862,31668,-,-77.00591,38.871841
31467,44618,31669,3rd & M St SE,-77.002161,38.876823
31471,54708,31670,12th St & New York Ave NW,-77.028061,38.901104
31473,44547,31671,53rd & D St SE/C.W. Harris Elementary,-76.925315,38.883318
31477,42928,31672,10th & H St NE,-76.992725,38.899984
31480,54626,31673,Waterfront Park,-77.02078789,38.87482077
31483,54793,31674,Maine Ave & Water St SW,-77.0209448,38.87674677
31486,54904,31675,North Capitol & K St NE,-77.00824589,38.90244373
31488,54637,31676,1st & Q St SW,-77.01191515,38.87082394
31490,55025,31677,1st & L St NW,-77.011987,38.903819
31492,54784,31678,4th & O St SW,-77.017585,38.872964
31494,18356,31700,Good Hope & Naylor Rd SE,-76.9672,38.8601
31503,25535,31701,Branch & Pennsylvania Ave SE,-76.9599,38.8692
31512,25536,31702,Randle Circle & Minnesota Ave SE,-76.9607,38.878
31520,18359,31703,Minnesota Ave Metro/DOES,-76.947446,38.897063
31529,12109,31704,Nannie Helen Burroughs & Minnesota Ave NE,-76.941877,38.901385
31538,18361,31705,Benning Branch Library,-76.947974,38.894
31547,18362,31706,Fairfax Village,-76.952103,38.86559
31556,12112,31707,Benning Rd & East Capitol St NE / Benning Rd Metro,-76.93723,38.889935
31565,25542,31708,Anacostia Ave & Benning Rd NE / River Terrace,-76.96012,38.896544
31574,6568,31710,Nannie Helen Burroughs Ave & 49th St NE,-76.931862,38.898536
31583,18366,31711,Deanwood Rec Center,-76.933099,38.908473
31592,12116,31712,Oklahoma Ave & D St NE,-76.974828,38.894474
31601,25546,31713,Division Ave & Foote St NE,-76.925907,38.897407
31610,25547,31714,61st St & Banks Pl NE,-76.913563,38.891805
31619,12119,31715,-,-76.949709,38.883011
31627,41552,31716,Kingman Island/The Fields at RFK,-76.9678,38.896
31632,31851,31717,Kenilworth Terrace & Hayes St. NE,-76.9473,38.9005
31637,31852,31718,Ridge Rd Community Center,-76.941,38.8762
31642,54749,31719,Oklahoma Ave & Benning Rd NE,-76.9695094,38.8974996
31646,34856,31720,-,-76.97093,38.878771
31650,55066,31721,Anacostia Ave & East Capitol St NE,-76.96128,38.890461
31652,54825,31722,Woody Ward Rec Center,-76.926596,38.879575
31654,54925,31723,Ridge Rd & Southern Ave SE,-76.935246,38.872976
31656,54862,31724,41st St & Alabama Ave SE / Fort Davis Rec,-76.945283,38.870353
31658,68434,31725,16th St & North Carolina Ave NE,-76.982464,38.893062
31659,67375,31726,34th St & Minnesota Ave SE,-76.957511,38.883843
31660,68446,31727,17th St & Potomac Ave SE / Congressional Cemetery,-76.980715,38.882458
31661,68440,31728,55th & East Capitol St NE,-76.922783,38.889926
31662,67363,31799,Randle Circle & Minnesota Ave SE,-76.96075,38.87795
31663,12120,31800,Alabama & MLK Ave SE,-76.999388,38.843222
31672,6574,31801,Anacostia Metro,-76.994637,38.862669
31681,18373,31802,Good Hope Rd & MLK Ave SE,-76.988039,38.867373
31690,12123,31803,Good Hope Rd & 14th St SE,-76.985238,38.866611
31699,6577,31804,Anacostia Library,-76.9784,38.865784
31708,18376,31805,Pennsylvania & Minnesota Ave SE,-76.971015,38.873057
31717,25555,31806,Congress Heights Metro,-76.987823,38.844711
31726,12127,31807,Pleasant St & MLK Ave SE,-76.990037,38.863897
31735,25557,31811,South Capitol & Atlantic St SW,-77.008133,38.831516
31744,18380,31812,16th & Q St SE / Anacostia HS,-76.982359,38.870695
31753,18381,31813,-,-76.98185,38.84627
31761,12131,31814,-,-76.97557,38.84377
31769,25561,31815,-,-76.97703,38.84623
31777,18384,31816,-,-77.0009,38.836
31785,25563,31817,-,-77.005497,38.824481
31793,25564,31818,-,-77.00223,38.82373
31801,18387,31819,-,-77.01033,38.81909
31809,18388,31820,-,-76.9834,38.87335
31817,25567,31822,-,-76.984512,38.855004
31824,25568,31823,-,-76.983144,38.835737
31831,41555,31824,Valley Ave & Wheeler Rd SE,-76.9936,38.8366
31836,55018,31825,Fort Stanton Rec Center,-76.97768801,38.85736904
31841,44554,31826,Minnesota Ave & R St SE,-76.978519,38.8693365
31846,42925,31827,St. Elizabeths West Campus/DHS,-77.005174,38.853124
31849,54791,31828,New Jersey Ave & H St SE,-77.0057407,38.88076073
31851,54766,31829,16th & Bangor St SE,-76.983585,38.86044
31853,54745,31830,South Capitol St and Southern Ave SE,-77.001095,38.821563
31855,67374,31831,25th & S St SE,-76.970997,38.868356
31856,18391,31900,Lee Hwy & N Woodstock St,-77.118009,38.898301
31865,6584,31901,Washington Blvd & N Frederick St,-77.127671,38.884829
31874,18393,31902,Wilson Blvd & N Illinois St,-77.12712,38.876528
31883,12141,31903,Royal & Wilkes St,-77.0447,38.799267
31892,25573,31904,East Falls Church Metro/Sycamore St & 19th St N,-77.155988,38.884859
31901,25574,31905,Kennebec St & 11th St N,-77.135271,38.880992
31910,12144,31906,Commonwealth Ave & Oak St,-77.061715,38.812711
31918,25576,31907,Franklin & S Washington St,-77.0487,38.798133
31927,6591,31908,Radford & Osage St,-77.086031,38.828437
31936,6592,31909,Mount Vernon Ave & Four Mile Run Park,-77.064016,38.843422
31945,12148,31910,Potomac Ave & Main Line Blvd,-77.049265,38.822738
31954,25580,31912,Mount Vernon Ave & Bruce St,-77.063093,38.841291
31963,12150,31913,Commonwealth & E Monroe Ave,-77.062973,38.820265
31972,12151,31914,Lee Center,-77.053766,38.797557
31981,18405,31915,Powhatan St & Bashford Ln,-77.047783,38.818748
31990,25584,31916,Potomac & Swann Ave,-77.047844,38.829545
31999,6599,31917,N Lynn St & Fairfax Dr,-77.070862,38.89386
32008,18408,31918,Madison & Fairfax St,-77.040691,38.812351
32017,12156,31919,Carlin Springs Rd & N Thomas St,-77.112982,38.876695
32026,6602,31920,Washington-Lee High School / N Stafford St & Generals Way,-77.111066,38.888282
32035,25589,31921,Westover Library / Washington Blvd & N McKinley Rd,-77.142317,38.886048
32044,18412,31923,Columbia Pike & S Taylor St,-77.103728,38.858524
32053,12160,31924,Wilson Blvd & N Troy St,-77.082089,38.892556
32062,25592,31925,-,-77.05122,38.848304
32065,54814,31926,Wilson Blvd & N Vermont St,-77.11456329,38.87947661
32070,55073,31927,Wheeler Ave & S. Floyd St.,-77.100796,38.808161
32074,34881,31928,-,-77.108938,38.840797
32078,49602,31929,Mt Vernon Trail & S. Washington St.,-77.049436,38.7930647
32082,34888,31930,-,-77.0824626,38.802738
32086,34868,31931,-,-77.04281688,38.81403111
32090,54649,31932,Van Dorn Metro,-77.1299434,38.8000766
32093,34867,31933,-,-77.040293,38.801947
32097,49565,31935,National Airport,-77.045916,38.852903
32101,34859,31936,-,-77.056873,38.864838
32105,49454,31937,Arlington Blvd & Ft Myer Dr,-77.074893,38.890863
32109,34876,31938,-,-77.059496,38.853002
32113,54628,31939,Wilson Blvd & N Oak St,-77.07386,38.895068
32117,49490,31940,Arlington Blvd & Fairfax Dr,-77.08426237,38.88625607
32121,34882,31941,-,-77.106111,38.837306
32125,34884,31942,-,-77.135788,38.809709
32129,49590,31943,N Howard St & Taney Ave,-77.110014,38.815842
32133,49445,31944,S Clark St & 33rd St,-77.051956,38.845028
32137,49570,31945,Columbia Pike & S Greenbrier St,-77.118106,38.854019
32141,49593,31946,Kenmore Ave & Seminary Rd,-77.110588,38.828887
32145,34878,31947,-,-77.07145214,38.89608691
32149,55369,31948,W&OD Trail & Langston Blvd,-77.16212,38.88715
32152,42921,31949,Columbia Pike & S Scott St/12th St S,-77.077201,38.863556
32155,42920,31950,Long Bridge Aquatic Center,-77.04409495,38.87056105
32158,54980,31951,8th Rd & S Frederick St,-77.116339,38.857049
32161,55374,31952,N Howard St & N Imboden St,-77.105564,38.818509
32164,42917,31953,S Pickett St & Shillings St,-77.132334,38.804486
32167,54985,31954,S Jordan St & Venable St,-77.109975,38.811361
32170,42915,31955,King St & Peyton St,-77.055911,38.806002
32173,54686,31956,Reed & Edison,-77.060899,38.83728
32176,42913,31957,King St & Kenwood Ave,-77.085066,38.824793
32179,54695,31958,S Washington St & Wilkes St,-77.048043,38.800703
32182,55063,31959,Main Line Blvd & E Glebe,-77.049772,38.832431
32185,42910,31960,Commonwealth and Reed,-77.05727398,38.83683765
32188,55375,31961,Fillmore & Bisdorf,-77.116206,38.83863
32191,42908,31962,King St & W Braddock Rd,-77.088985,38.827674
32194,55053,31963,Holmes Run Pkwy & N Pickett St,-77.11893,38.814305
32197,42906,31964,Virginia Theological Seminary,-77.093879,38.820152
32200,54877,31966,Duke St & Jordan St,-77.10994,38.812187
32203,55014,31967,S Reynolds St & Edsall Rd,-77.128908,38.809607
32206,42903,31968,King St & N Pitt St,-77.04467565,38.80480113
32209,42902,31969,Braddock Rd Metro South,-77.053734,38.813474
32212,54759,31970,First St & Fayette St,-77.050105,38.817019
32215,42900,31971,Penrose Sq/Columbia Pike & S Barton St,-77.084259,38.863508
32218,42899,31972,S Wakefield St & 28th Rd S,-77.098093,38.84404
32221,42898,31973,N Pershing Dr & Quebec St,-77.104784,38.874248
32224,54780,31974,Mandeville Ln & Stovall St,-77.072558,38.802893
32227,54810,31976,Virginia Hospital Center,-77.12801456,38.88791377
32229,54658,31977,Marymount University / Yorktown Blvd & 26th St N,-77.127776,38.904252
32231,54723,31978,Arlington National Cemetery,-77.065803,38.884533
32233,68454,31979,Potomac Yard Metro South,-77.047846,38.833437
32234,67371,31981,Columbia Pike & W&OD Trail,-77.109609,38.856645
32243,63290,32000,Norfolk Ave & Fairmont St,-77.096539,38.988562
32245,18416,32001,Fenton St & New York Ave,-77.023082,38.985404
32253,12163,32002,Bethesda Ave & Arlington Rd,-77.097426,38.981103
32262,25596,32003,Montgomery Ave & Waverly St,-77.09221,38.983838
32271,25597,32004,Fallsgrove Blvd & Fallsgrove Dr,-77.192672,39.096312
32280,18420,32005,Traville Gateway Dr & Gudelsky Dr,-77.202501,39.093783
32289,6612,32006,13th St & Eastern Ave,-77.029417,38.987
32298,12168,32007,E Montgomery Ave & Maryland Ave,-77.151291,39.084125
32306,18423,32008,Cordell & Norfolk Ave,-77.098029,38.98954
32315,6615,32009,Frederick Ave & Horners Ln,-77.145213,39.094772
32322,12171,32010,Philadelphia & Maple Ave,-77.011336,38.98128
32329,25603,32011,Maple & Ritchie Ave,-77.006311,38.983627
32338,12173,32012,Silver Spring Metro/Colesville Rd & Wayne Ave,-77.02918,38.99521
32347,25605,32013,Montgomery & East Ln,-77.095367,38.983525
32354,25606,32014,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,-77.085998,38.961763
32363,6621,32015,Crabbs Branch Way & Redland Rd,-77.156985,39.120045
32368,25608,32016,Fallsgrove Dr & W Montgomery Ave,-77.188014,39.099376
32377,12178,32017,Monroe St & Monroe Pl,-77.148827,39.082779
32386,6624,32018,Needwood Rd & Eagles Head Ct,-77.15741,39.123513
32395,18433,32019,East West Hwy & Blair Mill Rd,-77.02935,38.990249
32404,12181,32020,Crabbs Branch Way & Calhoun Pl,-77.152072,39.107709
32409,38943,32021,47th & Elm St,-77.092,38.9825
32418,25614,32022,Garland Ave & Walden Rd,-77.00149,39.000578
32427,18437,32023,Montgomery College/W Campus Dr & Mannakee St,-77.159048,39.095661
32436,12185,32024,Fenton St & Gist Ave,-77.023854,38.989724
32445,6631,32025,Carroll & Westmoreland Ave,-77.01121,38.975
32454,25618,32026,Carroll & Ethan Allen Ave,-77.006472,38.977933
32463,12188,32027,Battery Ln & Trolley Trail,-77.100104,38.992375
32472,6634,32028,Norfolk & Rugby Ave,-77.100239,38.990639
32481,25621,32029,Offutt Ln & Chevy Chase Dr,-77.094589,38.977093
32490,12191,32030,Broschart & Blackwell Rd,-77.200322,39.102099
32495,18445,32031,Taft St & E Gude Dr,-77.132954,39.094103
32499,6638,32032,Fleet St & Ritchie Pkwy,-77.141378,39.076331
32508,6639,32033,Piccard & W Gude Dr,-77.177091,39.102212
32516,25625,32034,Ripley & Bonifant St,-77.029457,38.992679
32525,12196,32035,Georgia Ave & Spring St,-77.031555,38.999388
32533,6642,32036,Fenton St & Ellsworth Dr,-77.025608,38.997033
32542,25628,32037,King Farm Blvd & Pleasant Dr,-77.171487,39.114688
32551,18452,32038,King Farm Blvd & Piccard Dr,-77.182669,39.110314
32560,12200,32039,Old Georgetown Rd & Southwick St,-77.109647,38.999634
32569,25631,32040,Friendship Blvd & Willard Ave,-77.088659,38.96115
32578,18455,32041,Medical Center Dr & Key West Ave,-77.196442,39.103091
32587,18456,32042,Shady Grove Hospital,-77.196636,39.097636
32594,6649,32043,Veterans Pl & Pershing Dr,-77.023894,38.997445
32603,18458,32044,Rockville Metro East,-77.145803,39.085394
32611,25636,32045,Shady Grove Metro West,-77.166093,39.119765
32620,25637,32046,River Rd & Landy Ln,-77.103381,38.964992
32629,25638,32047,Rockville Metro West,-77.146866,39.084379
32638,38969,32048,Bethesda Metro,-77.0945,38.9847
32647,25640,32049,Washington Adventist U / Flower Ave & Division St,-77.000035,38.986743
32656,6656,32050,Spring St & Second Ave,-77.034499,38.997653
32665,12212,32051,Connecticut Ave & Chevy Chase Lake Dr,-77.076986,38.994113
32674,25643,32052,Key West Ave & Siesta Key Way,-77.194774,39.105295
32682,25644,32053,Medical Center Metro,-77.097882,38.999378
32691,12215,32054,Lyttonsville Rd & Lyttonsville Pl,-77.051168,38.999679
32700,18469,32055,Woodmont Ave & Strathmore St,-77.093522,38.979875
32709,25647,32056,East West Hwy & 16th St,-77.038721,38.995681
32718,12218,32057,Pooks Hill Rd & Linden Ave,-77.107143,39.014716
32727,18472,32058,Sligo Ave & Carroll Ln,-77.016311,38.990874
32736,18473,32059,Takoma Park Rec Center,-76.988311,38.98265
32745,6666,32061,New Hampshire & Kirklynn Ave,-76.988422,38.988101
32754,6667,32062,Wheaton Metro/Georgia Ave & Reedie Dr,-77.051023,39.038341
32763,12223,32063,Amherst Ave & Elkins St,-77.047788,39.044887
32772,18477,32064,Amherst Ave & Prichard Rd,-77.048395,39.035965
32781,6670,32065,Grandview & Blueridge Ave,-77.053085,39.043272
32790,6671,32066,Windham Ln & Amherst Ave,-77.04735,39.032029
32799,18480,32067,Shady Grove Metro East,-77.164969,39.121327
32808,12228,32068,Columbus Ave & Tribeca St,-77.1673,39.126
32817,6674,32069,Columbus Ave & Gramercy Blvd,-77.16486,39.12333
32826,6675,32070,Key West Ave & Great Seneca Hwy,-77.20386,39.105642
32834,18484,32071,-,-77.192645,39.106971
32841,12232,32072,-,-77.202354,39.106152
32848,18486,32073,-,-77.05006,39.04313
32856,18487,32074,-,-77.120776,39.062041
32864,12235,32075,-,-77.11287,39.04753
32872,12236,32076,-,-77.10933,39.049
32880,18490,32077,-,-77.11368,39.049765
32888,25668,32078,-,-77.1135,39.04317
32896,25669,32079,-,-77.1257,39.04873
32904,12240,32080,-,-77.113454,39.0629
32912,18494,32081,-,-77.129235,39.06219
32920,25672,32082,-,-77.00077,39.00048
32928,18496,32083,-,-77.1176,39.0510352
32936,41549,32084,Wheaton Library & Community Rec Center,-77.0511,39.0473
32940,31977,32085,The Shoppes @ Burnt Mills,-77.0041,39.0313
32944,54748,32086,Briggs Chaney & Castle Dr,-76.945495,39.081638
32949,54709,32087,White Oak Rec Center,-76.9757228,39.0461435
32954,41564,32088,Briggs Chaney Park & Ride,-76.9419,39.0779
32959,41567,32089,New Hampshire & Lockwood,-76.9918,39.0391
32964,46478,32090,Stewart & April,-76.9811552,39.0449444
32969,31983,32091,Stewart Ln & Old Columbia Pike,-76.9854,39.0457
32974,54827,32092,Castle Blvd & Castle Ln,-76.940547,39.085314
32979,55364,32093,White Oak Transit Center,-76.987125,39.04104
32984,31986,32094,Oak Leaf & Lockwood,-76.9945,39.038
32989,12244,32200,Spring Hill Metro,-77.240654,38.929261
32998,12245,32201,Westpark Dr & Leesburg Pike,-77.235955,38.92403
33007,25676,32203,Tysons One Pl & Chain Bridge Rd,-77.221179,38.919475
33016,12247,32204,Tysons Corner Station,-77.222115,38.920939
33025,25678,32205,Westpark & Jones Branch Dr,-77.217664,38.924437
33034,25679,32206,Jones Branch & Westbranch Dr,-77.219261,38.931911
33043,12250,32207,Westpark & Park Run Dr,-77.225394,38.928919
33052,12251,32208,Tysons West Transit Center,-77.231825,38.932636
33060,12252,32209,North Shore & Cameron Crescent Dr/Crescent Apartments,-77.338686,38.970046
33069,6685,32210,Town Center Pkwy & Bowman Towne Dr,-77.361902,38.962524
33078,6686,32211,Reston Regional Library,-77.358815,38.962095
33087,25685,32212,New Dominion Pkwy & Fountain Dr,-77.356324,38.960574
33096,6688,32213,Sunset Hills & Old Reston Ave,-77.351649,38.955079
33105,18510,32214,Reston Town Center Transit Station,-77.359718,38.957037
33114,18511,32215,Reston Station,-77.338119,38.948363
33123,18512,32216,Library St & Freedom Dr,-77.358741,38.959633
33132,6692,32217,Sunset Hills Rd & Discovery Square,-77.357611,38.95534
33141,12261,32218,Temporary Rd & Old Reston Ave,-77.353414,38.960084
33150,63386,32219,Reston YMCA,-77.368416,38.955314
33159,18516,32220,Sunset Hills Rd & Isaac Newton Square,-77.340377,38.951443
33168,12264,32221,Greensboro & International Dr,-77.227417,38.923083
33177,25695,32222,Towers Crescent Dr & Tysons One Pl,-77.220157,38.915246
33185,18519,32223,North Shore Dr & Village Rd,-77.340787,38.970412
33194,6699,32224,Town Center Pkwy & Sunset Hills Rd,-77.36309409,38.9551706
33203,12268,32225,Reston Pkwy & Spectrum Dr,-77.35428035,38.96420774
33212,18522,32227,-,-77.23034,38.92245
33220,25700,32228,-,-77.335425,38.944707
33227,25701,32229,-,-77.226644,38.92755
33234,25702,32230,-,-77.2079055,38.92378088
33241,18526,32231,-,-77.2283,38.8828
33248,25704,32232,-,-77.1887,38.9001
33255,18528,32233,-,-77.215624,38.928502
33262,18529,32234,-,-77.230681,38.879355
33269,25707,32235,-,-77.22997,38.870093
33276,41573,32236,Vy Reston Heights,-77.3553,38.949
33283,63402,32237,Baron Cameron Ave & North Hampton Ave,-77.359341,38.966344
33284,54973,32238,Ridge Heights Rd & Seahawks Dr,-77.337775,38.936061
33287,54664,32239,Becontree Ln & Goldenrain Ct,-77.329282,38.966848
33290,42893,32240,Ring Rd & North Shore Dr,-77.326761,38.970807
33294,63405,32241,Reston Pkwy & Bennington Woods Rd,-77.351837,38.973625
33295,54690,32242,Inlet Ct & Wiehle Dr,-77.334359,38.965979
33298,54676,32243,Reston Town Center Metro North,-77.359717,38.953691
33301,42889,32244,Vantage Hill Rd & Wainwright Dr,-77.348487,38.9667
33304,54802,32245,Links Dr & Wedge Dr,-77.339295,38.959025
33306,42887,32246,Golf Course Sq and Golf Course Dr,-77.353552,38.944013
33309,42886,32247,South Lakes Dr and Reston Pkwy,-77.362304,38.94335
33312,42885,32248,Olde Crafts Dr and Cartwright Pl,-77.354067,38.938797
33315,54966,32249,Green Range Dr and Glade Dr,-77.36786842,38.93714619
33318,55050,32250,South Gate Community Center,-77.366499,38.941496
33321,42882,32251,Lake Newport Rd and Autumn Ridge Cir,-77.35345423,38.97850255
33326,63415,32252,Ridge Heights and Owl Cove Ln,-77.331653,38.933923
33327,54681,32253,Soapstone Dr Convenience Center,-77.345874,38.93051
33330,42879,32255,Hartland Rd & Harte Pl,-77.222808,38.878601
33333,42878,32256,North Village and Park Garden,-77.341823,38.983199
33336,54636,32258,Reston Town Center Metro South,-77.361466,38.9523
33338,54657,32259,N Shore Dr & Wainwright Dr,-77.349764,38.963782
33340,54895,32260,Vienna Metro South,-77.270731,38.877415
33342,54646,32261,Vaden Dr & Royal Victoria Dr/Providence Community Center,-77.272999,38.873261
33344,54887,32262,District Ave & Strawberry Ln/Mosaic Market Garage,-77.230632,38.872642
33346,54911,32263,Gatehouse Rd & Telestar Ct,-77.225262,38.868536
33348,55378,32264,Pimmit Dr & Idyl Ln,-77.207261,38.897692
33350,55379,32265,Pimmit Dr & Los Pueblos Ln,-77.205428,38.900371
33352,55380,32266,Emma Lee St & Morris St,-77.209421,38.877818
33354,55381,32267,Route 29 & Bisvey Dr,-77.195847,38.876912
33356,55382,32268,Arlington Blvd & Allen St,-77.199799,38.866315
33358,55383,32269,Jones Branch Dr & Blyton St,-77.217376,38.926973
33360,55384,32270,Westbranch Dr & Jones Branch Dr,-77.220729,38.931089
33362,55385,32271,Madron Ln & Bermudez Ct,-77.221807,38.904415
33364,55386,32272,Madrillon Rd & Boss St,-77.226266,38.910016
33366,67362,32274,Beech Dr at Draper Dr Park,-77.282077,38.866659
33367,67379,32275,Fairfax Blvd & Pickett Rd South,-77.271483,38.86476
33368,68456,32276,Fairfax Blvd & Pickett Rd North,-77.271911,38.865091
33369,67366,32277,Layton Hall Dr & University Dr,-77.302732,38.850932
33370,68437,32278,Blenheim Blvd & North St,-77.303349,38.846972
33371,67376,32279,George Mason Blvd & Armstrong St,-77.30718,38.841099
33372,67368,32280,University Dr & Democracy Ln,-77.304435,38.849411
33373,68449,32281,Fair Woods Pkwy & Fairfax Blvd,-77.293922,38.862804
33374,68458,32282,School St & George Mason Blvd,-77.30938,38.837382
33375,68460,32283,South St & University Dr,-77.305336,38.844249
33376,68443,32288,Seatrend Way & Topsails Ln,-77.160014,38.775639
33377,68433,32289,Franconia-Springfield Metro North,-77.168902,38.766946
33378,67377,32290,Charles Arrington Dr & Manchester Lakes Dr,-77.150359,38.766844
33379,67367,32293,GMU/Patriot Cir & York Dr,-77.30415743,38.82750119
33380,68455,32294,GMU/Rappahannock River Ln,-77.30705654,38.8348001
33381,68457,32295,GMU/Horizon Hall & Harris Theater,-77.308069,38.831211
33382,68462,32296,Metro Park Dr & Walker Ln,-77.156504,38.76843
33383,68442,32297,Hilltop Rd & Willowmere Dr,-77.241518,38.876903
33384,68450,32298,Chain Bridge Rd & Anderson Rd,-77.204762,38.925572
33385,25708,32400,-,-76.843263,38.908391
33393,18532,32401,-,-76.844604,38.899811
33401,12272,32402,-,-76.937349,38.969581
33409,25711,32403,-,-76.940133,38.95548
33417,25712,32404,-,-76.960054,38.936213
33425,18536,32405,-,-76.825535,38.88994
33432,25714,32406,-,-77.016059,38.782633
33439,25715,32407,-,-77.00103,38.798749
33446,18539,32408,-,-76.946361,38.959361
33456,46385,32409,Southern Ave Metro,-76.9753,38.840107
33459,18540,32410,-,-76.9595,38.9546
33465,18541,32411,-,-76.952199,38.975505
33472,18542,32412,-,-76.995227,38.974205
33479,18543,32413,-,-76.955047,38.939271
33486,18544,32414,-,-76.9807,38.9725
33493,25722,32415,-,-77.0026,38.7968
33500,18546,32416,-,-76.995922,38.961737
33507,25724,32417,-,-76.9493,38.9698
33514,46419,32418,West Hyattsville Metro,-76.968084,38.955349
33519,54829,32419,Capitol Heights Metro,-76.913188,38.888524
33524,46420,32420,Prince George's Plaza Metro,-76.954803,38.965742
33529,32023,32421,Riverdale Park Town Center,-76.9356,38.9621
33534,46421,32422,The Mall at Prince Georges,-76.954171,38.968842
33543,63457,32423,National Harbor Carousel,-77.0167,38.7859
33545,46402,32424,Roosevelt Center & Crescent Rd,-76.878005,39.00031
33548,55371,32425,Crescent Rd & Ridge Rd,-76.891247,39.006191
33552,55372,32426,Greenbelt Station Parkway,-76.916243,39.002459
33556,18548,32600,-,-77.190275,38.895172
33563,25726,32601,-,-77.170032,38.882746
33570,18550,32602,-,-77.179832,38.88837
33577,18551,32603,-,-77.176992,38.887403
33586,39059,32604,-,-77.1719,38.8806
33592,25730,32605,-,-77.173438,38.883601
33598,25731,32606,-,-77.153953,38.878085
33609,54694,32607,S Maple Ave & S Washington St,-77.178408,38.87972
33613,18556,32608,-,-77.173605,38.885434
33622,32079,32609,-,-77.1669,38.8856
33626,55012,33200,17th St & New York Ave NW,-77.039778,38.896604
